,date,Other Water_e_track,Pacific Ocean_e_track,Gulf of California_e_track,Atlantic Ocean_e_track,Gulf of Mexico_e_track,Other Land_e_track,Western US_e_track,Southern US_e_track,Midwestern US_e_track,Colorado_e_track,Eastern Plains_e_track,Front Range_e_track,Pikes Peak_e_track,Arkansas Basin_e_track,High Mountain Valley_e_track
3909,2010-09-14 00:00:00,91203.90299873041,1350912.7940664508,61950.8603887558,1137937.9557849746,599644.9339222908,525727.1433103803,137778.85237296348,122104.38611364365,13757.932613015175,51138.04440203309,129.7339887022972,10775.101499795914,2221.511799275875,272.1464913189411,13561.00397491455
3910,2010-09-15 00:00:00,69774.4531659186,1378980.7659452213,27521.778518676758,921353.9115284677,946922.6829624176,595626.1004114344,204071.42660476378,150091.92118278146,10623.886606395245,66900.09112083912,3008.876064300537,11998.439202308655,1985.5871082544327,414.0161772966385,6839.800666809082
3911,2010-09-16 00:00:00,62346.06804258215,1557321.8593093862,27059.111783981323,819396.438326246,1057412.82456851,609516.2165611259,275915.8987737702,237142.35068974644,11196.852903194726,71135.78237712383,245.9518893957138,3745.31814289093,637.2218110561371,821.2723755836487,3200.462077140808
3912,2010-09-17 00:00:00,54360.90690789892,1787161.7901922215,43931.10619163513,659148.969263643,827952.7754739523,722108.6961914421,281951.1541129502,274254.6442056922,12797.12352861464,276045.7101659775,15171.707544445992,20782.724046945572,28302.09464263916,15044.696430206299,33109.029846191406
3913,2010-09-18 00:00:00,60123.295509816286,2499290.642409168,37300.82897377014,720073.865575613,521776.63535761833,1199907.4479513762,254554.29537886148,313336.79406766966,2867.863365052268,57613.8030641973,5054.921543061733,30682.994522094727,3759.882462501526,1520.906219124794,3739.52636384964
3914,2010-09-19 00:00:00,77083.02982962939,2948633.2764416914,224044.18395614624,792809.7403653678,169310.99790258706,1110187.6933125062,253319.8757278694,109987.6325803306,492.1143845403567,1936.2686413414776,7.381726019084454,105.29026101529598,12.520407900214195,4.238796830177307,33.554025053977966
3915,2010-09-20 00:00:00,84716.19227393508,2780791.1617794344,325859.13009643555,573243.3847992109,131759.70589139313,578068.759100404,361249.4679587863,16003.808389176615,479.40503356419504,340239.7597244028,2076.0387601852417,112608.9857788086,12609.274824053049,19.95328121818602,84120.44477081299
3916,2010-09-21 00:00:00,94996.85918818106,2718533.19643101,100885.7144317627,527287.6126778349,199192.8345014304,467746.3011855156,1251689.262510275,43381.258208614774,3110.4897551406175,154123.22451597452,802.1741923093796,46435.662200927734,5999.328417301178,189.28094846010208,32675.816635131836
3917,2010-09-22 00:00:00,100411.20149046477,2932654.0116078034,102520.72203063965,254625.22676362828,455966.23853327334,511414.8071454969,513614.5871045817,11154.830412751064,3468.8503679092973,979113.7407238558,311.2092017531395,227284.68885803223,42903.91735094786,2122.5286537483335,396559.9470214844
3918,2010-09-23 00:00:00,111800.2622911918,2609305.738776093,84841.47579956055,62789.65449602393,489819.6084447801,737947.0262834239,655233.775754222,67405.53348948527,4239.4483538726345,74625.97080516815,1116.4339323043823,50080.562927246094,4277.3492040634155,3023.0504112243652,9867.54619216919
